sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,correct_answer,predicted_answer,predicted_option_source_index,main_category,difficulty,is_correct,audio_early,audio_middle,audio_late,instruction_early,instruction_middle,instruction_late,question_early,question_middle,question_late,options_early,options_middle,options_late,text_early,text_middle,text_late,audio_drop_early_to_late,text_gain_early_to_late,late_question_audio_ratio,late_options_audio_ratio,late_text_audio_ratio,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_query_text_tokens
90,132,q91_8559,0,DABC,B,B,0,Historical and Cultural Context,Low,1,0.03560549,0.01184166,0.00957356,0.32824366,0.26410012,0.24323524,0.04031582,0.04180612,0.01922342,0.09557113,0.15754488,0.06310126,0.96439449,0.98815833,0.99042645,0.02603192,0.02603196,2.00796975,6.59119872,103.45432064,1500,62,7,16,21,106
90,133,q91_8559,1,BACD,B,B,0,Historical and Cultural Context,Low,1,0.03575609,0.01179048,0.00917875,0.33015260,0.26248312,0.24595513,0.04094276,0.04144073,0.01804173,0.09408963,0.15873773,0.06103038,0.96424387,0.98820952,0.99082123,0.02657735,0.02657736,1.96559827,6.64909814,107.94735046,1500,62,7,16,21,106
90,134,q91_8559,2,CDBA,D,D,0,Historical and Cultural Context,Low,1,0.03830212,0.01020380,0.00963455,0.33218723,0.28817174,0.24952386,0.04382607,0.04143830,0.01619045,0.08798203,0.13376571,0.05426049,0.96169786,0.98979624,0.99036547,0.02866757,0.02866761,1.68045706,5.63186575,102.79313253,1500,62,7,16,21,106
91,135,q92_8559,0,DACB,B,A,3,Performance,Low,0,0.03622013,0.01126260,0.00973744,0.32494900,0.27084737,0.22070525,0.05945816,0.04823020,0.02016346,0.09024090,0.15468114,0.06080893,0.96377989,0.98873741,0.99026257,0.02648269,0.02648267,2.07071507,6.24485736,101.69639231,1500,62,10,21,21,114
91,136,q92_8559,1,BACD,B,D,3,Performance,Low,0,0.03643837,0.00977469,0.00993855,0.32519299,0.27939265,0.24114227,0.05799799,0.05183534,0.01819325,0.09383738,0.14467925,0.05855492,0.96356163,0.99022529,0.99006144,0.02649982,0.02649981,1.83057321,5.89169399,99.61825482,1500,62,10,21,21,114
91,137,q92_8559,2,BCAD,C,B,2,Performance,Low,0,0.03477606,0.01212121,0.00918244,0.32097702,0.25588865,0.24170108,0.05380237,0.05073812,0.01839143,0.09879067,0.16042211,0.06050587,0.96522394,0.98787882,0.99081757,0.02559362,0.02559363,2.00289174,6.58930293,107.90352575,1500,62,10,21,21,114
92,0,q93_8559,0,ABDC,A,D,2,Instrumentation,Medium,0,0.03795615,0.01050084,0.00970787,0.32626907,0.29348847,0.24971824,0.05319724,0.04228520,0.01781742,0.09141194,0.13577256,0.05984506,0.96204381,0.98949922,0.99029214,0.02824828,0.02824832,1.83535853,6.16459428,102.00924350,1500,62,10,20,21,113
92,1,q93_8559,1,BDAC,C,D,2,Instrumentation,Medium,0,0.03759708,0.01051777,0.00953801,0.32637474,0.29232034,0.25247034,0.05328061,0.04238348,0.01787459,0.09208940,0.13561999,0.05892189,0.96240291,0.98948224,0.99046206,0.02805907,0.02805915,1.87403826,6.17758892,103.84370218,1500,62,10,20,21,113
92,2,q93_8559,2,DACB,B,C,2,Instrumentation,Medium,0,0.04239165,0.02160940,0.01394765,0.31911036,0.27715746,0.19944914,0.05144811,0.01892648,0.02579630,0.06752680,0.10733912,0.08665640,0.95760837,0.97839063,0.98605232,0.02844400,0.02844395,1.84950882,6.21297395,70.69665485,1500,62,10,20,21,113
93,3,q94_1420928,0,CABD,B,B,0,Instrumentation,Low,1,0.03594976,0.01204853,0.01089826,0.31689159,0.26828502,0.24747232,0.04925131,0.04787726,0.01968806,0.10302642,0.16575624,0.06056967,0.96405023,0.98795144,0.98910176,0.02505150,0.02505153,1.80653287,5.55773814,90.75777412,1500,62,11,23,21,117
93,4,q94_1420928,1,ABDC,A,A,0,Instrumentation,Low,1,0.03755565,0.01149954,0.01153539,0.32289924,0.28162964,0.23909323,0.05439844,0.04764761,0.02317974,0.09628369,0.15525690,0.06100315,0.96244433,0.98850050,0.98846465,0.02602027,0.02602032,2.00944576,5.28834848,85.68976552,1500,62,11,23,21,117
93,5,q94_1420928,2,DBCA,D,B,1,Instrumentation,Low,0,0.03579753,0.01218505,0.01172657,0.31988396,0.26202419,0.24448057,0.04999266,0.05239637,0.02237044,0.10077153,0.16440922,0.06533258,0.96420249,0.98781495,0.98827345,0.02407096,0.02407095,1.90767121,5.57132940,84.27643809,1500,62,11,23,21,117
94,6,q95_1420928,0,ABCD,A,B,1,Mood and Expression,Low,0,0.03759460,0.01228221,0.00893392,0.32454843,0.27147268,0.24762081,0.04160629,0.04163475,0.01928622,0.09630715,0.16061743,0.05879276,0.96240540,0.98771780,0.99106608,0.02866068,0.02866067,2.15876372,6.58084713,110.93294516,1500,62,7,18,21,108
94,7,q95_1420928,1,ABDC,A,B,1,Mood and Expression,Low,0,0.03731787,0.01253265,0.00905041,0.32624409,0.26812709,0.24596073,0.04204919,0.04183717,0.02001773,0.09592249,0.16149450,0.06112348,0.96268212,0.98746739,0.99094958,0.02826746,0.02826746,2.21180338,6.75366843,109.49220390,1500,62,7,18,21,108
94,8,q95_1420928,2,BADC,B,A,1,Mood and Expression,Low,0,0.03741355,0.01109146,0.00892728,0.33242488,0.27868676,0.23897034,0.04818278,0.04291547,0.02221636,0.08872918,0.15296457,0.06347265,0.96258647,0.98890857,0.99107266,0.02848627,0.02848620,2.48859202,7.10996497,111.01619735,1500,62,7,18,21,108
95,9,q96_1420928,0,BDAC,C,B,3,Harmony,Medium,0,0.03624187,0.01046696,0.01027960,0.31571436,0.25992757,0.24567976,0.04900672,0.04800361,0.02348216,0.10253040,0.15879072,0.05852848,0.96375818,0.98953308,0.98972040,0.02596226,0.02596222,2.28434429,5.69365106,96.28000823,1500,62,8,19,21,110
95,10,q96_1420928,1,CDBA,D,B,3,Harmony,Medium,0,0.03644622,0.01056935,0.01030663,0.31612463,0.25529900,0.24779808,0.04896701,0.04858261,0.02332344,0.10198694,0.15988552,0.05823468,0.96355381,0.98943070,0.98969338,0.02613959,0.02613957,2.26295464,5.65021422,96.02490732,1500,62,8,19,21,110
95,11,q96_1420928,2,CBDA,D,A,2,Harmony,Medium,0,0.03665746,0.01007081,0.01020786,0.32519545,0.27643020,0.23692154,0.05308920,0.04653754,0.02807922,0.09448760,0.14486825,0.05963110,0.96334256,0.98992920,0.98979217,0.02644961,0.02644962,2.75074649,5.84168691,96.96377045,1500,62,8,19,21,110
96,12,q97_1319502,0,CADB,B,B,0,Genre and Style,Low,1,0.03782654,0.01211378,0.00953711,0.33094506,0.27051869,0.24301692,0.04406116,0.03912923,0.01669442,0.08946610,0.15742398,0.05427620,0.96217347,0.98788620,0.99046288,0.02828944,0.02828941,1.75047012,5.69105541,103.85361126,1500,62,9,16,21,108
96,13,q97_1319502,1,CABD,B,B,0,Genre and Style,Low,1,0.03782247,0.01210395,0.00963413,0.33045233,0.26818110,0.24308788,0.04403484,0.03917669,0.01676649,0.08932575,0.15904474,0.05618034,0.96217752,0.98789604,0.99036590,0.02818834,0.02818838,1.74032234,5.83138643,102.79763687,1500,62,9,16,21,108
96,14,q97_1319502,2,BCAD,C,C,0,Genre and Style,Low,1,0.04190490,0.01678808,0.00977591,0.32563581,0.27702403,0.22337580,0.04896646,0.02895241,0.01797859,0.07547449,0.13779572,0.05740507,0.95809512,0.98321190,0.99022412,0.03212899,0.03212900,1.83907106,5.87209484,101.29227838,1500,62,9,16,21,108
97,15,q98_1319502,0,DACB,B,C,2,Instrumentation,Medium,0,0.04314038,0.01915336,0.01026707,0.31624792,0.27742958,0.22553249,0.04698952,0.02127176,0.01910805,0.07802786,0.13549873,0.07424372,0.95685967,0.98084666,0.98973292,0.03287330,0.03287326,1.86110006,7.23124313,96.39872409,1500,62,10,22,21,115
97,16,q98_1319502,1,ADCB,A,C,2,Instrumentation,Medium,0,0.04346266,0.01888285,0.01007689,0.31591642,0.27897100,0.22701719,0.04674218,0.02133158,0.01938898,0.07821599,0.13636735,0.07600274,0.95653728,0.98111717,0.98992309,0.03338577,0.03338581,1.92410360,7.54228307,98.23698955,1500,62,10,22,21,115
97,17,q98_1319502,2,ADBC,A,D,2,Instrumentation,Medium,0,0.03912368,0.00975104,0.00947087,0.32492320,0.30680736,0.25766472,0.04890914,0.03501432,0.01583281,0.09798642,0.14273047,0.06267924,0.96087629,0.99024893,0.99052919,0.02965282,0.02965290,1.67173864,6.61811093,104.58697665,1500,62,10,22,21,115
98,18,q99_1319502,0,DCBA,D,B,2,Historical and Cultural Context,Low,0,0.03674132,0.01224000,0.00966038,0.32704861,0.25576865,0.24192336,0.04178135,0.04845648,0.02195799,0.09296059,0.16237247,0.06117240,0.96325868,0.98775994,0.99033964,0.02708094,0.02708095,2.27299381,6.33229558,102.51557488,1500,62,10,16,21,109
98,19,q99_1319502,1,ADCB,A,B,3,Historical and Cultural Context,Low,0,0.03692363,0.01155014,0.00945880,0.32689423,0.25776533,0.23794891,0.04193120,0.04969973,0.02282300,0.09274573,0.16030133,0.06313831,0.96307638,0.98844985,0.99054120,0.02746484,0.02746482,2.41288614,6.67508997,104.72170371,1500,62,10,16,21,109
98,20,q99_1319502,2,ABDC,A,B,1,Historical and Cultural Context,Low,0,0.03702478,0.01178635,0.00924017,0.32535440,0.25835878,0.23803333,0.04175375,0.04824050,0.02241956,0.09381950,0.15824672,0.06415957,0.96297528,0.98821372,0.99075985,0.02778461,0.02778457,2.42631602,6.94355178,107.22317028,1500,62,10,16,21,109
99,21,q100_1247352,0,CBAD,C,B,1,Instrumentation,High,0,0.03609866,0.01227964,0.01000033,0.32013095,0.25377374,0.25626713,0.04865301,0.04881635,0.01847651,0.10090249,0.16523869,0.06001229,0.96390138,0.98772033,0.98999970,0.02609833,0.02609832,1.84759019,6.00103316,98.99673526,1500,62,10,21,21,114
99,22,q100_1247352,1,BDCA,D,A,1,Instrumentation,High,0,0.03743993,0.01234047,0.01123050,0.32720304,0.27622849,0.24744142,0.05298154,0.04824471,0.02205616,0.09017743,0.14258327,0.05811799,0.96256008,0.98765958,0.98876949,0.02620943,0.02620941,1.96395165,5.17501218,88.04320800,1500,62,10,21,21,114
99,23,q100_1247352,2,BDAC,C,C,0,Instrumentation,High,1,0.04412785,0.02756996,0.02264181,0.31716830,0.26136057,0.16191025,0.04668178,0.01208455,0.02061296,0.06569406,0.06658791,0.08697430,0.95587217,0.97243002,0.97735819,0.02148604,0.02148602,0.91039329,3.84131331,43.16607279,1500,62,10,21,21,114
100,24,q101_1247352,0,BCAD,C,A,1,Melody,High,0,0.03603482,0.00984150,0.00918471,0.31532345,0.26271280,0.22951961,0.06812993,0.05990730,0.02491246,0.09855857,0.16585276,0.06557835,0.96396514,0.99015851,0.99081530,0.02685012,0.02685016,2.71238576,7.13995142,107.87665560,1500,62,14,24,21,121
100,25,q101_1247352,1,BACD,B,A,1,Melody,High,0,0.03649563,0.01009342,0.00944361,0.31503524,0.26478068,0.23049464,0.06826353,0.05936084,0.02432618,0.09843003,0.16658957,0.06664230,0.96350441,0.98990661,0.99055641,0.02705202,0.02705200,2.57594042,7.05686519,104.89168051,1500,62,14,24,21,121
100,26,q101_1247352,2,DACB,B,D,1,Melody,High,0,0.03714196,0.00846105,0.00942424,0.31235461,0.27604059,0.24741934,0.06886442,0.06186739,0.02218804,0.09723628,0.15377495,0.05786126,0.96285803,0.99153898,0.99057575,0.02771772,0.02771771,2.35435801,6.13961949,105.10933097,1500,62,14,24,21,121
101,27,q102_1247352,0,CBDA,D,D,0,Instrumentation,Medium,1,0.03869739,0.01129293,0.01034913,0.32861906,0.28756955,0.24878052,0.04277486,0.03959638,0.01876872,0.09550525,0.13501500,0.05931419,0.96130263,0.98870708,0.98965089,0.02834826,0.02834826,1.81355500,5.73132155,95.62648635,1500,62,9,23,21,115
101,28,q102_1247352,1,CDBA,D,D,0,Instrumentation,Medium,1,0.03805215,0.01120602,0.01005849,0.32908709,0.28669793,0.24151281,0.04285764,0.03954685,0.01885353,0.09702333,0.13612559,0.06044143,0.96194789,0.98879393,0.98994155,0.02799366,0.02799366,1.87439081,6.00899866,98.41854490,1500,62,9,23,21,115
101,29,q102_1247352,2,CDAB,C,C,0,Instrumentation,Medium,1,0.04242790,0.01939805,0.01056911,0.32233957,0.27726928,0.21254557,0.03983092,0.02388807,0.02193792,0.07908545,0.12849275,0.06638569,0.95757207,0.98060198,0.98943091,0.03185879,0.03185884,2.07566312,6.28110250,93.61531300,1500,62,9,23,21,115
102,30,q103_625206,0,DACB,B,D,1,Metre and Rhythm,Medium,0,0.03776310,0.00947421,0.00939915,0.31874603,0.28272630,0.24841278,0.05675626,0.04851538,0.02063206,0.10139434,0.14793482,0.06199544,0.96223689,0.99052585,0.99060085,0.02836394,0.02836396,2.19509770,6.59585448,105.39257703,1500,62,9,27,21,119
102,31,q103_625206,1,DBAC,C,B,1,Metre and Rhythm,Medium,0,0.03540175,0.01093321,0.00943081,0.31285675,0.25333516,0.24059507,0.05075256,0.04625840,0.01981741,0.11027710,0.17834687,0.06557308,0.96459830,0.98906678,0.99056919,0.02597094,0.02597089,2.10134726,6.95306869,105.03541477,1500,62,9,27,21,119
102,32,q103_625206,2,CDBA,D,C,1,Metre and Rhythm,Medium,0,0.04279612,0.02107870,0.01392625,0.30905712,0.25330183,0.18561651,0.05076649,0.02255990,0.02781260,0.07898663,0.12511097,0.10498967,0.95720384,0.97892133,0.98607373,0.02886987,0.02886988,1.99713478,7.53897653,70.80683633,1500,62,9,27,21,119
103,33,q104_625206,0,ABCD,A,A,0,Instrumentation,Medium,1,0.03672282,0.01098001,0.00997487,0.32685380,0.27752597,0.23494970,0.05260705,0.04238280,0.02038418,0.09160286,0.16025627,0.07009705,0.96327719,0.98902002,0.99002512,0.02674795,0.02674793,2.04355387,7.02736565,99.25194737,1500,62,10,20,21,113
103,34,q104_625206,1,DBAC,C,C,0,Instrumentation,Medium,1,0.04297993,0.02015403,0.01213234,0.31671769,0.27521097,0.20386712,0.04882880,0.01893367,0.02518396,0.07140597,0.11040916,0.09274937,0.95702004,0.97984593,0.98786767,0.03084759,0.03084763,2.07577064,7.64480339,81.42431350,1500,62,10,20,21,113
103,35,q104_625206,2,CBDA,D,D,0,Instrumentation,Medium,1,0.03747668,0.00979485,0.00989082,0.32331349,0.29699826,0.24759771,0.05168977,0.03936312,0.01739434,0.09289397,0.13658333,0.06238408,0.96252335,0.99020515,0.99010918,0.02758587,0.02758583,1.75863506,6.30727251,100.10388656,1500,62,10,20,21,113
104,36,q105_625206,0,CADB,B,C,3,Instrumentation,Medium,0,0.04188190,0.01907055,0.01283794,0.30972356,0.27389352,0.21026888,0.05873564,0.02907023,0.03092240,0.07364491,0.12396034,0.07650235,0.95811806,0.98092944,0.98716205,0.02904396,0.02904399,2.40867334,5.95908347,76.89412360,1500,62,15,22,21,120
104,37,q105_625206,1,DABC,B,A,3,Instrumentation,Medium,0,0.03765043,0.01174393,0.01119874,0.32392233,0.27993935,0.23428473,0.06130253,0.05001597,0.02913974,0.08928513,0.14517267,0.07175821,0.96234950,0.98825607,0.98880128,0.02645169,0.02645178,2.60205531,6.40770394,88.29576619,1500,62,15,22,21,120
104,38,q105_625206,2,BCDA,D,D,0,Instrumentation,Medium,1,0.03797981,0.01062553,0.01107557,0.32216305,0.28552365,0.24799386,0.06069624,0.05572856,0.02389798,0.09082888,0.12841240,0.06689709,0.96202020,0.98937451,0.98892444,0.02690425,0.02690424,2.15772145,6.04006113,89.28884625,1500,62,15,22,21,120
105,39,q106_395289,0,ACDB,A,D,1,Instrumentation,Low,0,0.03861863,0.01055023,0.01087241,0.32930332,0.28031922,0.24010268,0.04634942,0.03843361,0.01761226,0.09029490,0.14419399,0.06218368,0.96138140,0.98944983,0.98912760,0.02774623,0.02774620,1.61990455,5.71940334,90.97596139,1500,62,9,17,21,109
105,40,q106_395289,1,DABC,B,B,0,Instrumentation,Low,1,0.03651668,0.01207149,0.01100712,0.32383668,0.25535052,0.24302543,0.04265753,0.03872327,0.01986567,0.09634232,0.16431009,0.05849221,0.96348329,0.98792851,0.98899295,0.02550956,0.02550966,1.80480239,5.31403563,89.85032069,1500,62,9,17,21,109
105,41,q106_395289,2,DBCA,D,D,0,Instrumentation,Low,1,0.03866137,0.01020602,0.01029858,0.32727206,0.28252837,0.24316743,0.04701692,0.03931307,0.01866728,0.09251323,0.13931372,0.06287822,0.96133864,0.98979404,0.98970147,0.02836279,0.02836283,1.81260830,6.10552591,96.10081182,1500,62,9,17,21,109
106,42,q107_2083,0,DACB,B,A,3,Metre and Rhythm,Medium,0,0.03736646,0.01031978,0.00864665,0.32115810,0.27766627,0.22624595,0.06223827,0.04632420,0.02455373,0.09084859,0.15900115,0.06533327,0.96263352,0.98968024,0.99135335,0.02871981,0.02871983,2.83968119,7.55590539,114.65172806,1500,62,14,22,21,119
106,43,q107_2083,1,ABCD,A,D,3,Metre and Rhythm,Medium,0,0.03611685,0.00922909,0.00805309,0.31688662,0.29796803,0.25108033,0.06539857,0.04844122,0.02004311,0.09472888,0.13769253,0.05639255,0.96388318,0.99077092,0.99194690,0.02806375,0.02806372,2.48887104,7.00259499,123.17589578,1500,62,14,22,21,119
106,44,q107_2083,2,ACDB,A,B,2,Metre and Rhythm,Medium,0,0.03565137,0.01028812,0.00884001,0.31592633,0.26355684,0.24601112,0.05939827,0.04946708,0.02309375,0.09749354,0.16877978,0.06134433,0.96434864,0.98971193,0.99116001,0.02681136,0.02681138,2.61241141,6.93939515,112.12203572,1500,62,14,22,21,119
107,45,q108_2083,0,BADC,B,B,0,Genre and Style,Low,1,0.03623420,0.01122039,0.01128225,0.32184198,0.24934287,0.22179648,0.04739222,0.04825128,0.02093832,0.09645738,0.17172002,0.06761985,0.96376581,0.98877962,0.98871778,0.02495195,0.02495197,1.85586400,5.99347278,87.63481223,1500,62,11,18,21,112
107,46,q108_2083,1,BDCA,D,B,3,Genre and Style,Low,0,0.03677875,0.01140094,0.01149242,0.31988104,0.24795236,0.23220633,0.04687789,0.04999358,0.02171482,0.09575005,0.17041508,0.06552044,0.96322128,0.98859911,0.98850760,0.02528633,0.02528632,1.88949087,5.70118684,86.01387232,1500,62,11,18,21,112
107,47,q108_2083,2,CDBA,D,B,3,Genre and Style,Low,0,0.03706886,0.01169772,0.01195932,0.32054644,0.24841222,0.22483176,0.04751897,0.04984006,0.02148315,0.09540617,0.16884093,0.06744694,0.96293120,0.98830235,0.98804067,0.02510953,0.02510947,1.79635178,5.63969473,82.61676155,1500,62,11,18,21,112
108,48,q109_2083,0,ACBD,A,B,2,Instrumentation,Low,0,0.03555576,0.01222491,0.00929084,0.32374525,0.26005708,0.25853865,0.04619447,0.05529657,0.01907051,0.09966931,0.16231964,0.05998754,0.96444425,0.98777515,0.99070918,0.02626491,0.02626492,2.05261267,6.45662876,106.63284059,1500,62,9,20,21,112
108,49,q109_2083,1,ADCB,A,A,0,Instrumentation,Low,1,0.03747044,0.01182437,0.01055368,0.32836801,0.27701658,0.23588500,0.04951442,0.05216025,0.02174296,0.09067261,0.14595847,0.05949967,0.96252953,0.98817563,0.98944631,0.02691676,0.02691678,2.06022484,5.63781182,93.75366783,1500,62,9,20,21,112
108,50,q109_2083,2,DACB,B,C,2,Instrumentation,Low,0,0.04224476,0.01912455,0.01114059,0.31834291,0.27110587,0.23942305,0.04629288,0.03178182,0.02295683,0.07769966,0.12846848,0.06390315,0.95775521,0.98087546,0.98885944,0.03110417,0.03110422,2.06064730,5.73606373,88.76183808,1500,62,9,20,21,112
109,51,q110_1336202,0,CDBA,D,D,0,Performance,Medium,1,0.03744835,0.00999735,0.00921491,0.32218112,0.28007361,0.24768125,0.05653958,0.05228950,0.02081063,0.09378899,0.14677012,0.05240470,0.96255168,0.99000265,0.99078511,0.02823344,0.02823343,2.25836488,5.68694543,107.51977050,1500,62,12,19,21,114
109,52,q110_1336202,1,ABDC,A,A,0,Performance,Medium,1,0.03648248,0.01090627,0.00958932,0.32469728,0.27048844,0.23599229,0.05882370,0.05100452,0.02202079,0.09176899,0.15868424,0.05653286,0.96351754,0.98909372,0.99041070,0.02689316,0.02689316,2.29638736,5.89539774,103.28267687,1500,62,12,19,21,114
109,53,q110_1336202,2,ACDB,A,A,0,Performance,Medium,1,0.03638759,0.01085808,0.00934062,0.32530061,0.27521991,0.23849658,0.05891941,0.05108842,0.02125781,0.09154118,0.15394357,0.05311716,0.96361245,0.98914192,0.99065941,0.02704696,0.02704697,2.27584518,5.68668223,106.05923467,1500,62,12,19,21,114
110,54,q111_1336202,0,ADBC,A,B,3,Functional Context,Low,0,0.03782649,0.01096931,0.00901422,0.32700528,0.26028004,0.23857092,0.03566440,0.04067620,0.01683416,0.09756443,0.17141929,0.06115988,0.96217347,0.98903067,0.99098578,0.02881227,0.02881231,1.86751240,6.78482421,109.93586873,1500,62,8,18,21,109
110,55,q111_1336202,1,ABDC,A,A,0,Functional Context,Low,1,0.03875982,0.01082969,0.00871580,0.32960198,0.27325523,0.23737522,0.04270085,0.04253543,0.01885269,0.09233434,0.15725561,0.06227641,0.96124017,0.98917031,0.99128418,0.03004402,0.03004400,2.16304677,7.14523005,113.73414015,1500,62,8,18,21,109
110,56,q111_1336202,2,DACB,B,B,0,Functional Context,Low,1,0.03769721,0.01099631,0.00908466,0.32680476,0.25757326,0.24848288,0.03558486,0.04223643,0.01883973,0.09801027,0.16898773,0.06039867,0.96230277,0.98900366,0.99091531,0.02861255,0.02861254,2.07379540,6.64842289,109.07564542,1500,62,8,18,21,109
111,57,q112_1336202,0,DCAB,C,D,1,Instrumentation,Medium,0,0.03970386,0.01127131,0.00969455,0.33404717,0.28886665,0.25722055,0.04044194,0.04961771,0.01728159,0.09157008,0.12708719,0.05713436,0.96029612,0.98872870,0.99030549,0.03000931,0.03000937,1.78260887,5.89345289,102.15076227,1500,62,8,18,21,109
111,58,q112_1336202,1,BDAC,C,A,1,Instrumentation,Medium,0,0.03780291,0.01174557,0.01064248,0.33044105,0.27184732,0.24732137,0.04440736,0.04812435,0.02308282,0.09086208,0.14761821,0.06097741,0.96219708,0.98825441,0.98935750,0.02716043,0.02716042,2.16893189,5.72962319,92.96303802,1500,62,8,18,21,109
111,59,q112_1336202,2,BADC,B,A,1,Instrumentation,Medium,0,0.03773087,0.01157386,0.01042526,0.33028568,0.27336061,0.24777750,0.04431303,0.04868008,0.02181283,0.09103223,0.14671122,0.05975261,0.96226913,0.98842621,0.98957470,0.02730561,0.02730557,2.09230482,5.73151935,94.92082273,1500,62,8,18,21,109
112,60,q113_1327741,0,ABCD,A,A,0,Historical and Cultural Context,Low,1,0.03816861,0.01116508,0.00987973,0.33345716,0.27269303,0.22791683,0.04958432,0.04738215,0.02328948,0.08352954,0.14713909,0.06480547,0.96183136,0.98883494,0.99012030,0.02828888,0.02828894,2.35729865,6.55943556,100.21731080,1500,62,10,15,21,108
112,61,q113_1327741,1,ADCB,A,B,3,Historical and Cultural Context,Low,0,0.03680661,0.01188819,0.00998712,0.32886654,0.25677633,0.23351485,0.04361699,0.04741120,0.02226626,0.09049587,0.16172183,0.06469625,0.96319342,0.98811186,0.99001294,0.02681950,0.02681952,2.22949823,6.47797042,99.12899608,1500,62,10,15,21,108
112,62,q113_1327741,2,CBAD,C,C,0,Historical and Cultural Context,Low,1,0.04122148,0.01557119,0.00880952,0.32386911,0.27044346,0.21605517,0.04579914,0.03527079,0.02104319,0.07499858,0.14272102,0.06799114,0.95877851,0.98442874,0.99119048,0.03241196,0.03241197,2.38868909,7.71792083,112.51361901,1500,62,10,15,21,108
113,63,q114_1327741,0,BCAD,C,A,1,Melody,High,0,0.03678507,0.01009779,0.00954858,0.32026398,0.28077970,0.22942768,0.05686001,0.03707864,0.01867988,0.09718042,0.16525243,0.06670254,0.96321489,0.98990225,0.99045143,0.02723649,0.02723653,1.95629919,6.98559856,103.72762951,1500,62,11,24,21,118
113,64,q114_1327741,1,CADB,B,D,1,Melody,High,0,0.03659508,0.00882192,0.00964832,0.31832255,0.28858344,0.24408874,0.05684660,0.03973292,0.01497582,0.10114117,0.15940380,0.06150666,0.96340487,0.99117809,0.99035167,0.02694675,0.02694679,1.55216831,6.37485459,102.64494899,1500,62,11,24,21,118
113,65,q114_1327741,2,CDAB,C,D,1,Melody,High,0,0.03657984,0.00922718,0.00963657,0.31865904,0.28808897,0.24091060,0.05698659,0.04013726,0.01606208,0.10092143,0.15631419,0.05932633,0.96342018,0.99077282,0.99036341,0.02694327,0.02694323,1.66678451,6.15637488,102.77137667,1500,62,11,24,21,118
114,66,q115_1327741,0,CDAB,C,B,3,Musical Texture,Medium,0,0.03483399,0.01096938,0.01104700,0.31844981,0.25964145,0.24294164,0.05116670,0.05005750,0.01971631,0.10412704,0.16748568,0.06067664,0.96516598,0.98903061,0.98895299,0.02378698,0.02378700,1.78476517,5.49258857,89.52229346,1500,62,12,26,21,121
114,67,q115_1327741,1,BCDA,D,C,3,Musical Texture,Medium,0,0.04137625,0.01612920,0.01129217,0.31738414,0.27679539,0.23369768,0.05266404,0.03739849,0.02041188,0.08776179,0.13949446,0.05810602,0.95862370,0.98387081,0.98870782,0.03008408,0.03008413,1.80761353,5.14568996,87.55692217,1500,62,12,26,21,121
114,68,q115_1327741,2,DBCA,D,A,3,Musical Texture,Medium,0,0.03695536,0.01086954,0.01053886,0.32516747,0.28177777,0.23573448,0.05603679,0.04851459,0.02100687,0.09388493,0.14889266,0.05904212,0.96304464,0.98913045,0.98946112,0.02641650,0.02641648,1.99327637,5.60232304,93.88687968,1500,62,12,26,21,121
115,69,q116_1162034,0,DCBA,D,B,2,Harmony,High,0,0.03441476,0.00920416,0.01124287,0.30903992,0.25392829,0.22342819,0.05036590,0.04056606,0.02260926,0.10890231,0.18661083,0.06622725,0.96558526,0.99079580,0.98875717,0.02317189,0.02317191,2.01098765,5.89060220,87.94529562,1500,62,11,27,21,121
115,70,q116_1162034,1,CDAB,C,A,2,Harmony,High,0,0.03633909,0.00987442,0.01038017,0.31573690,0.26866942,0.21995914,0.05580195,0.04194553,0.02338202,0.09919105,0.17201701,0.06355589,0.96366089,0.99012558,0.98961984,0.02595892,0.02595894,2.25256599,6.12281720,95.33752548,1500,62,11,27,21,121
115,71,q116_1162034,2,BCDA,D,B,2,Harmony,High,0,0.03467957,0.00920027,0.01176222,0.30899871,0.25915261,0.22902044,0.05027901,0.04043907,0.02209660,0.10791848,0.18163631,0.06101050,0.96532038,0.99079975,0.98823775,0.02291735,0.02291737,1.87860742,5.18698751,84.01794509,1500,62,11,27,21,121
116,72,q117_1162034,0,BADC,B,C,3,Melody,High,0,0.04340375,0.01249928,0.01030152,0.29482390,0.24273764,0.19941955,0.05897973,0.03405726,0.02597275,0.09946560,0.19236604,0.09170150,0.95659628,0.98750069,0.98969852,0.03310223,0.03310224,2.52125458,8.90174528,96.07306903,1500,62,18,54,21,155
116,73,q117_1162034,1,ACBD,A,D,3,Melody,High,0,0.04072743,0.00740384,0.00969817,0.30066778,0.27141774,0.22716421,0.05867455,0.04668954,0.02249111,0.12131751,0.17910133,0.07368360,0.95927263,0.99259614,0.99030189,0.03102926,0.03102926,2.31910852,7.59768080,102.11224860,1500,62,18,54,21,155
116,74,q117_1162034,2,ADBC,A,B,3,Melody,High,0,0.03786258,0.00746500,0.00979954,0.29029137,0.23125255,0.19587600,0.05720240,0.04567533,0.02527745,0.13327149,0.21648986,0.11382746,0.96213740,0.99253503,0.99020054,0.02806304,0.02806314,2.57945174,11.61558846,101.04558462,1500,62,18,54,21,155
