sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q16_1100505,Sound Texture,Medium,percettiva,True,A,0.6307284633283925,0.6307284633283925,True,UC_text,8,7.0,1.0,0.6885684374374219,1.3905613377342736
q170_1103980,Harmony,High,analitica,False,B,0.5239706099921047,0.0645658475275985,True,MI,5,1.0,,-0.15879634415139118,-0.04620151564669688
q170_1103980,Harmony,High,analitica,False,B,0.5239706099921047,0.0645658475275985,True,MI_balanced,5,,,-0.37709049946157197,-0.0617252516508735
q170_1103980,Harmony,High,analitica,False,B,0.5239706099921047,0.0645658475275985,True,UC_audio,9,1.0,,1.1267496217831612,-0.0004442440303652683
q170_1103980,Harmony,High,analitica,False,B,0.5239706099921047,0.0645658475275985,True,UC_text,7,,1.0,0.1326652949464556,1.4757493133685133
q171_1103980,Harmony,High,analitica,False,B,0.6492183712414957,0.19800041635931573,True,MI,6,,,0.10997139130917517,0.32862869543712964
q171_1103980,Harmony,High,analitica,False,B,0.6492183712414957,0.19800041635931573,True,MI_balanced,6,,,0.09249837516235912,0.31641482972236956
q171_1103980,Harmony,High,analitica,False,B,0.6492183712414957,0.19800041635931573,True,UC_audio,10,1.0,,1.2949066826932731,-0.08599763867145063
q171_1103980,Harmony,High,analitica,False,B,0.6492183712414957,0.19800041635931573,True,UC_text,6,5.0,2.0,0.614543069647223,1.2691624490743223
q172_1103980,Instrumentation,Low,percettiva,False,D,0.6290512472975408,0.29714276918337484,True,MI,11,1.0,,1.508390136613097,-0.09094776956698623
q172_1103980,Instrumentation,Low,percettiva,False,D,0.6290512472975408,0.29714276918337484,True,MI_balanced,11,1.0,,1.5642019524338309,-0.11927974044123055
q172_1103980,Instrumentation,Low,percettiva,False,D,0.6290512472975408,0.29714276918337484,True,UC_audio,5,1.0,,1.1009290341155258,0.09770420234023541
q172_1103980,Instrumentation,Low,percettiva,False,D,0.6290512472975408,0.29714276918337484,True,UC_text,5,1.0,,1.4044904094226234,0.030371736404829562
q173_121123,Melody,High,analitica,True,A,0.7686856491749641,0.7686856491749641,True,MI,21,1.0,13.0,0.09799627022854542,0.3757282889357041
q173_121123,Melody,High,analitica,True,A,0.7686856491749641,0.7686856491749641,True,MI_balanced,21,8.0,3.0,0.40695424942422315,0.720394080754457
q173_121123,Melody,High,analitica,True,A,0.7686856491749641,0.7686856491749641,True,UC_audio,11,8.0,,0.5268950901061207,0.016956036461302008
q173_121123,Melody,High,analitica,True,A,0.7686856491749641,0.7686856491749641,True,UC_text,6,3.0,2.0,0.8430805639755233,0.9877318069418162
q174_121123,Metre and Rhythm,Medium,percettiva,False,C,0.3513793355834775,0.22686755023668403,True,MI,17,1.0,7.0,0.15287411055944772,0.8166806051064935
q174_121123,Metre and Rhythm,Medium,percettiva,False,C,0.3513793355834775,0.22686755023668403,True,MI_balanced,17,6.0,1.0,0.13970815482922727,2.1984813037283044
q174_121123,Metre and Rhythm,Medium,percettiva,False,C,0.3513793355834775,0.22686755023668403,True,UC_audio,6,1.0,,1.5127824013237878,-0.17199337091180716
q174_121123,Metre and Rhythm,Medium,percettiva,False,C,0.3513793355834775,0.22686755023668403,True,UC_text,3,,2.0,-1.1576446844706487,1.399752808364275
q175_121123,Metre and Rhythm,High,percettiva,False,D,0.68822505228675,0.23784421376210557,True,MI,11,1.0,,1.0628555899848922,0.09130353422086776
q175_121123,Metre and Rhythm,High,percettiva,False,D,0.68822505228675,0.23784421376210557,True,MI_balanced,11,1.0,,1.0639788348817205,0.09130353422086776
q175_121123,Metre and Rhythm,High,percettiva,False,D,0.68822505228675,0.23784421376210557,True,UC_audio,13,1.0,,1.0054386177915198,-0.04424948790264347
q175_121123,Metre and Rhythm,High,percettiva,False,D,0.68822505228675,0.23784421376210557,True,UC_text,7,1.0,1.0,0.9548505090238912,0.3643084012026607
q176_1076450,Metre and Rhythm,Medium,percettiva,False,D,0.4325438067878461,0.14042641411424756,True,MI,10,1.0,2.0,1.462684247500995,1.4589536162247414
q176_1076450,Metre and Rhythm,Medium,percettiva,False,D,0.4325438067878461,0.14042641411424756,True,MI_balanced,10,1.0,1.0,1.362115234570285,1.4946190423618835
q176_1076450,Metre and Rhythm,Medium,percettiva,False,D,0.4325438067878461,0.14042641411424756,True,UC_audio,8,1.0,,0.9516913148120006,-0.0950748495755662
q176_1076450,Metre and Rhythm,Medium,percettiva,False,D,0.4325438067878461,0.14042641411424756,True,UC_text,7,1.0,1.0,1.8589001333444128,0.9840362263943921
q177_1076450,Instrumentation,Medium,percettiva,True,A,0.714196671966584,0.714196671966584,True,MI,13,2.0,,1.3334444930831917,-0.3609596446961702
q177_1076450,Instrumentation,Medium,percettiva,True,A,0.714196671966584,0.714196671966584,True,MI_balanced,13,1.0,,1.4120512936341711,-0.2660085768906071
q177_1076450,Instrumentation,Medium,percettiva,True,A,0.714196671966584,0.714196671966584,True,UC_audio,8,1.0,,1.0473943195634292,-0.07494051082329763
q177_1076450,Instrumentation,Medium,percettiva,True,A,0.714196671966584,0.714196671966584,True,UC_text,3,1.0,,1.5479245921634581,-0.2624647887348189
q178_1076450,Melody,Medium,analitica,True,A,0.5630085639377638,0.5630085639377638,True,MI,16,,3.0,-0.7161559784076156,0.7034790126074703
q178_1076450,Melody,Medium,analitica,True,A,0.5630085639377638,0.5630085639377638,True,MI_balanced,16,,2.0,-0.7216991239127416,0.6851047192041295
q178_1076450,Melody,Medium,analitica,True,A,0.5630085639377638,0.5630085639377638,True,UC_audio,10,,10.0,-0.18829571221188512,0.4476405747531195
q178_1076450,Melody,Medium,analitica,True,A,0.5630085639377638,0.5630085639377638,True,UC_text,6,1.0,,1.0910945503600766,0.1578628422634249
q179_1407836,Metre and Rhythm,Medium,percettiva,True,A,0.34271491991243974,0.34271491991243974,True,MI,12,1.0,2.0,2.1439977336255507,-1.088299937285527
q179_1407836,Metre and Rhythm,Medium,percettiva,True,A,0.34271491991243974,0.34271491991243974,True,MI_balanced,12,1.0,1.0,1.9347550125262862,-1.7240333724522192
q179_1407836,Metre and Rhythm,Medium,percettiva,True,A,0.34271491991243974,0.34271491991243974,True,UC_audio,8,1.0,,1.478926416099724,0.0313245922564926
q179_1407836,Metre and Rhythm,Medium,percettiva,True,A,0.34271491991243974,0.34271491991243974,True,UC_text,4,4.0,1.0,1.0252768287234275,2.719277766199772
q17_1100505,Performance,Medium,analitica,False,B,0.5453927756003962,0.33079743998741257,True,MI,13,4.0,2.0,0.6211916803512393,1.2852409013920696
q17_1100505,Performance,Medium,analitica,False,B,0.5453927756003962,0.33079743998741257,True,MI_balanced,13,3.0,1.0,0.6266772154881362,1.3074296537223669
q17_1100505,Performance,Medium,analitica,False,B,0.5453927756003962,0.33079743998741257,True,UC_audio,10,1.0,,1.4763348980739943,0.18288539144532784
q17_1100505,Performance,Medium,analitica,False,B,0.5453927756003962,0.33079743998741257,True,UC_text,3,2.0,1.0,0.5218014187144582,0.7228232794769135
q180_1407836,Functional Context,Low,knowledge,True,A,0.7963508095245296,0.7963508095245296,True,MI,22,,3.0,-0.08840520053349676,0.5444194670364358
q180_1407836,Functional Context,Low,knowledge,True,A,0.7963508095245296,0.7963508095245296,True,MI_balanced,22,11.0,2.0,0.2403122682025897,0.6747928299493136
q180_1407836,Functional Context,Low,knowledge,True,A,0.7963508095245296,0.7963508095245296,True,UC_audio,11,,,0.151544034662081,0.08843981659245875
q180_1407836,Functional Context,Low,knowledge,True,A,0.7963508095245296,0.7963508095245296,True,UC_text,6,1.0,3.0,0.5682170287083674,1.0837536346582104
q181_1407836,Functional Context,Low,knowledge,True,A,0.3411433253900843,0.3411433253900843,True,MI,18,2.0,6.0,1.978783330971079,0.6508786616066811
q181_1407836,Functional Context,Low,knowledge,True,A,0.3411433253900843,0.3411433253900843,True,MI_balanced,18,1.0,4.0,2.104028233651981,1.0154873046612252
q181_1407836,Functional Context,Low,knowledge,True,A,0.3411433253900843,0.3411433253900843,True,UC_audio,8,,2.0,-0.24475255693430167,0.8878488671309204
q181_1407836,Functional Context,Low,knowledge,True,A,0.3411433253900843,0.3411433253900843,True,UC_text,4,2.0,,2.1856016982728783,-0.8557583448699451
q182_357330,Lyrics,Low,knowledge,False,B,0.6983775470009622,0.07360845190531838,True,MI,15,1.0,2.0,0.6306512904391061,0.7024665531867835
q182_357330,Lyrics,Low,knowledge,False,B,0.6983775470009622,0.07360845190531838,True,MI_balanced,15,4.0,1.0,0.7573437944455852,0.5086424907853349
q182_357330,Lyrics,Low,knowledge,False,B,0.6983775470009622,0.07360845190531838,True,UC_audio,4,1.0,,1.2715801396528585,0.19715081916449834
q182_357330,Lyrics,Low,knowledge,False,B,0.6983775470009622,0.07360845190531838,True,UC_text,6,5.0,1.0,0.4941623836659419,1.2751619825496365
q183_357330,Metre and Rhythm,Medium,percettiva,True,A,0.9778604249219841,0.9778604249219841,True,MI,17,1.0,,0.8741353036260975,0.03440000160009709
q183_357330,Metre and Rhythm,Medium,percettiva,True,A,0.9778604249219841,0.9778604249219841,True,MI_balanced,17,1.0,,0.8872515728101938,0.0636724631751889
q183_357330,Metre and Rhythm,Medium,percettiva,True,A,0.9778604249219841,0.9778604249219841,True,UC_audio,6,1.0,,0.9169519971009614,0.006678680739786193
q183_357330,Metre and Rhythm,Medium,percettiva,True,A,0.9778604249219841,0.9778604249219841,True,UC_text,7,1.0,,0.9998121433838422,0.008498110175739208
q184_357330,Lyrics,Low,knowledge,False,B,0.4526263860329765,0.3752404536781,True,MI,2,,,0.10444887679349688,-0.1981145228559656
q184_357330,Lyrics,Low,knowledge,False,B,0.4526263860329765,0.3752404536781,True,MI_balanced,2,,,0.10395640071546612,-0.1998598633066778
q184_357330,Lyrics,Low,knowledge,False,B,0.4526263860329765,0.3752404536781,True,UC_audio,3,1.0,,3.232760298967609,-0.21142389400319103
q184_357330,Lyrics,Low,knowledge,False,B,0.4526263860329765,0.3752404536781,True,UC_text,8,1.0,1.0,1.9462791428542907,1.2621063887161343
q185_661634,Harmony,High,analitica,True,A,0.4835984998827934,0.4835984998827934,True,MI,13,1.0,5.0,0.5197195036952023,0.39245596855164583
q185_661634,Harmony,High,analitica,True,A,0.4835984998827934,0.4835984998827934,True,MI_balanced,13,3.0,2.0,0.5594997300964341,0.36700219724566036
q185_661634,Harmony,High,analitica,True,A,0.4835984998827934,0.4835984998827934,True,UC_audio,6,1.0,,0.9997086264848676,-0.00043795137598758325
q185_661634,Harmony,High,analitica,True,A,0.4835984998827934,0.4835984998827934,True,UC_text,4,2.0,2.0,1.1438844624448063,1.021066495235975
q186_661634,Harmony,Medium,analitica,True,A,0.43018154749911486,0.43018154749911486,True,MI,16,,2.0,-0.10234612864133408,0.5175864657387992
q186_661634,Harmony,Medium,analitica,True,A,0.43018154749911486,0.43018154749911486,True,MI_balanced,16,,1.0,-0.06877883721249449,0.6830014392064068
q186_661634,Harmony,Medium,analitica,True,A,0.43018154749911486,0.43018154749911486,True,UC_audio,6,,,-0.1384840324084635,0.11239833565649225
q186_661634,Harmony,Medium,analitica,True,A,0.43018154749911486,0.43018154749911486,True,UC_text,1,1.0,,1.2079717061301793,0.1409256151424281
q187_661634,Harmony,High,analitica,False,B,0.6144540318461976,0.32889354284524885,True,MI,9,1.0,7.0,0.9489940671915552,0.44385653527482
q187_661634,Harmony,High,analitica,False,B,0.6144540318461976,0.32889354284524885,True,MI_balanced,9,1.0,6.0,1.135189409678688,0.5267971583990444
q187_661634,Harmony,High,analitica,False,B,0.6144540318461976,0.32889354284524885,True,UC_audio,7,1.0,,0.9015073943352453,0.020799487409732982
q187_661634,Harmony,High,analitica,False,B,0.6144540318461976,0.32889354284524885,True,UC_text,6,1.0,2.0,1.2467884321870684,0.8838954723137977
q188_312915,Instrumentation,Medium,percettiva,True,A,0.7167640260109283,0.7167640260109283,True,MI,10,1.0,,1.1311382219770365,-0.12442507282367486
q188_312915,Instrumentation,Medium,percettiva,True,A,0.7167640260109283,0.7167640260109283,True,MI_balanced,10,3.0,,0.9947597398172024,-0.10511592364966366
q188_312915,Instrumentation,Medium,percettiva,True,A,0.7167640260109283,0.7167640260109283,True,UC_audio,8,1.0,,1.492730640127148,0.15958436306737236
q188_312915,Instrumentation,Medium,percettiva,True,A,0.7167640260109283,0.7167640260109283,True,UC_text,4,1.0,2.0,1.3101026584232904,1.0156084080678782
q189_312915,Instrumentation,Medium,percettiva,True,A,0.7436171026211994,0.7436171026211994,True,MI,15,1.0,7.0,0.4715909862753897,0.42588628131553014
q189_312915,Instrumentation,Medium,percettiva,True,A,0.7436171026211994,0.7436171026211994,True,MI_balanced,15,6.0,4.0,0.4779852149832845,0.6150029603971895
q189_312915,Instrumentation,Medium,percettiva,True,A,0.7436171026211994,0.7436171026211994,True,UC_audio,6,1.0,,1.3126663098572113,-0.020502284887014745
q189_312915,Instrumentation,Medium,percettiva,True,A,0.7436171026211994,0.7436171026211994,True,UC_text,7,4.0,2.0,0.98957344447883,1.1098096725169309
q18_1100505,Sound Texture,Medium,percettiva,False,B,0.5098626105233176,0.35042310586905334,True,MI,11,1.0,,0.06738275665282138,0.09336826677557855
q18_1100505,Sound Texture,Medium,percettiva,False,B,0.5098626105233176,0.35042310586905334,True,MI_balanced,11,1.0,,-0.0737602735837744,0.09211007417477486
q18_1100505,Sound Texture,Medium,percettiva,False,B,0.5098626105233176,0.35042310586905334,True,UC_audio,9,1.0,,1.1526806576129494,0.15141082119588392
q18_1100505,Sound Texture,Medium,percettiva,False,B,0.5098626105233176,0.35042310586905334,True,UC_text,5,1.0,1.0,1.5093749784024946,0.8163348740381908
q190_312915,Metre and Rhythm,Low,percettiva,True,A,0.9664476676230567,0.9664476676230567,True,MI,15,5.0,6.0,0.7897623198063215,0.44422643481345775
q190_312915,Metre and Rhythm,Low,percettiva,True,A,0.9664476676230567,0.9664476676230567,True,MI_balanced,15,3.0,6.0,0.9432664114416834,0.512388185537618
q190_312915,Metre and Rhythm,Low,percettiva,True,A,0.9664476676230567,0.9664476676230567,True,UC_audio,6,1.0,,0.571317612001225,-0.029900720560897463
q190_312915,Metre and Rhythm,Low,percettiva,True,A,0.9664476676230567,0.9664476676230567,True,UC_text,8,1.0,8.0,0.966824687839206,0.3899483016202207
q191_1381590,Instrumentation,Low,percettiva,False,C,0.7020268547385724,0.0263830473461079,True,MI,20,1.0,3.0,-0.034117400285097216,0.7943099023231949
q191_1381590,Instrumentation,Low,percettiva,False,C,0.7020268547385724,0.0263830473461079,True,MI_balanced,20,3.0,2.0,0.42607823366355324,1.2361945948457598
q191_1381590,Instrumentation,Low,percettiva,False,C,0.7020268547385724,0.0263830473461079,True,UC_audio,10,1.0,3.0,0.5851402712548122,0.7972222556373842
q191_1381590,Instrumentation,Low,percettiva,False,C,0.7020268547385724,0.0263830473461079,True,UC_text,6,3.0,2.0,0.10028813480825136,1.434572420792856
q192_1381590,Musical Texture,Medium,percettiva,True,A,0.6848944210386116,0.6848944210386116,True,MI,17,1.0,,1.086191119644537,-0.27915453651229455
q192_1381590,Musical Texture,Medium,percettiva,True,A,0.6848944210386116,0.6848944210386116,True,MI_balanced,17,1.0,,1.2930767285928075,-0.370381436241947
q192_1381590,Musical Texture,Medium,percettiva,True,A,0.6848944210386116,0.6848944210386116,True,UC_audio,6,2.0,,0.40271756068140274,-0.001838294269581912
q192_1381590,Musical Texture,Medium,percettiva,True,A,0.6848944210386116,0.6848944210386116,True,UC_text,3,1.0,,1.455609570019378,-0.15746379908122987
q193_1381590,Instrumentation,Medium,percettiva,True,A,0.9216919411926102,0.9216919411926102,True,MI,15,5.0,3.0,0.3656010198806207,0.1840987255616176
q193_1381590,Instrumentation,Medium,percettiva,True,A,0.9216919411926102,0.9216919411926102,True,MI_balanced,15,3.0,,0.495489617721697,0.2862051929240175
q193_1381590,Instrumentation,Medium,percettiva,True,A,0.9216919411926102,0.9216919411926102,True,UC_audio,4,,,0.262411339219534,-0.07422683827256885
q193_1381590,Instrumentation,Medium,percettiva,True,A,0.9216919411926102,0.9216919411926102,True,UC_text,4,1.0,3.0,0.794039814899184,0.6297604753235366
q194_1268901,Performance,Low,analitica,True,A,0.6790947127636277,0.6790947127636277,True,MI,18,5.0,8.0,0.8176315598123002,0.33393949283333274
q194_1268901,Performance,Low,analitica,True,A,0.6790947127636277,0.6790947127636277,True,MI_balanced,18,3.0,3.0,0.9316090649258758,0.3070187180697202
q194_1268901,Performance,Low,analitica,True,A,0.6790947127636277,0.6790947127636277,True,UC_audio,5,,,0.22326123983057145,-0.031172930141418812
q194_1268901,Performance,Low,analitica,True,A,0.6790947127636277,0.6790947127636277,True,UC_text,2,1.0,,1.4626091633907916,0.13587938209591038
q195_1268901,Melody,High,analitica,True,A,0.7400520876087187,0.7400520876087187,True,MI,14,4.0,,0.6137442047883224,0.05123657403316894
q195_1268901,Melody,High,analitica,True,A,0.7400520876087187,0.7400520876087187,True,MI_balanced,14,2.0,,0.8822745765149274,0.15186019316760022
q195_1268901,Melody,High,analitica,True,A,0.7400520876087187,0.7400520876087187,True,UC_audio,5,3.0,,0.6914100884598533,0.10011374519293573
q195_1268901,Melody,High,analitica,True,A,0.7400520876087187,0.7400520876087187,True,UC_text,5,1.0,,1.2091492434635034,0.2897758568243422
q196_1268901,Harmony,High,analitica,True,A,0.868002588038268,0.868002588038268,True,MI,17,,13.0,0.10857469431440044,0.4120154121619172
q196_1268901,Harmony,High,analitica,True,A,0.868002588038268,0.868002588038268,True,MI_balanced,17,,6.0,0.1984519145019705,0.5454233701042875
q196_1268901,Harmony,High,analitica,True,A,0.868002588038268,0.868002588038268,True,UC_audio,10,2.0,,0.9252133117197459,0.37317420140654983
q196_1268901,Harmony,High,analitica,True,A,0.868002588038268,0.868002588038268,True,UC_text,8,1.0,6.0,0.7941852629139453,0.45156608613111293
q197_1078326,Metre and Rhythm,Medium,percettiva,False,B,0.6939391134476688,0.058770158870167906,True,MI,16,7.0,,0.5807529004490495,-0.006466106610359731
q197_1078326,Metre and Rhythm,Medium,percettiva,False,B,0.6939391134476688,0.058770158870167906,True,MI_balanced,16,5.0,,0.8005993258019092,-0.08009234035300987
q197_1078326,Metre and Rhythm,Medium,percettiva,False,B,0.6939391134476688,0.058770158870167906,True,UC_audio,8,2.0,5.0,0.7150133675994846,0.5462474168879777
q197_1078326,Metre and Rhythm,Medium,percettiva,False,B,0.6939391134476688,0.058770158870167906,True,UC_text,3,1.0,2.0,1.3711113523087468,0.4379573163453258
q198_1078326,Instrumentation,Medium,percettiva,False,D,0.4608882877226519,0.15927873020798444,True,MI,15,1.0,2.0,-0.39130450618195556,1.673125189961027
q198_1078326,Instrumentation,Medium,percettiva,False,D,0.4608882877226519,0.15927873020798444,True,MI_balanced,15,,1.0,-0.24468743912660637,1.6431444757298759
q198_1078326,Instrumentation,Medium,percettiva,False,D,0.4608882877226519,0.15927873020798444,True,UC_audio,2,1.0,,1.3506112747783838,-0.09749317827189229
q198_1078326,Instrumentation,Medium,percettiva,False,D,0.4608882877226519,0.15927873020798444,True,UC_text,9,9.0,1.0,0.31110096055166464,1.87358515871546
q199_1078326,Sound Texture,Medium,percettiva,True,A,0.8778365563047316,0.8778365563047316,True,MI,15,6.0,3.0,0.5148705097019952,0.9491935489173786
q199_1078326,Sound Texture,Medium,percettiva,True,A,0.8778365563047316,0.8778365563047316,True,MI_balanced,15,3.0,2.0,0.6519078760588338,1.0205792088933374
q199_1078326,Sound Texture,Medium,percettiva,True,A,0.8778365563047316,0.8778365563047316,True,UC_audio,14,3.0,,0.58634468021219,-0.02921204553977209
q199_1078326,Sound Texture,Medium,percettiva,True,A,0.8778365563047316,0.8778365563047316,True,UC_text,6,2.0,2.0,0.7831223847087145,1.0028748343480847
q19_435883,Metre and Rhythm,Medium,percettiva,True,A,0.5224315547162168,0.5224315547162168,True,MI,14,1.0,6.0,-0.15620696410163842,0.6102389331611845
q19_435883,Metre and Rhythm,Medium,percettiva,True,A,0.5224315547162168,0.5224315547162168,True,MI_balanced,14,,3.0,-0.22345536378915226,0.7549961311993102
q19_435883,Metre and Rhythm,Medium,percettiva,True,A,0.5224315547162168,0.5224315547162168,True,UC_audio,9,1.0,,0.8904538973158708,0.40043214488982415
q19_435883,Metre and Rhythm,Medium,percettiva,True,A,0.5224315547162168,0.5224315547162168,True,UC_text,8,,1.0,0.15643233314261745,1.0894827374019331
q1_1204663,Melody,Low,analitica,True,A,0.5286779849834734,0.5286779849834734,True,MI,13,1.0,10.0,1.7684302518809623,0.36166106325265823
q1_1204663,Melody,Low,analitica,True,A,0.5286779849834734,0.5286779849834734,True,MI_balanced,13,4.0,3.0,1.6180839767069926,0.598222889941543
q1_1204663,Melody,Low,analitica,True,A,0.5286779849834734,0.5286779849834734,True,UC_audio,7,1.0,,1.9149093318391037,0.11785945042715186
q1_1204663,Melody,Low,analitica,True,A,0.5286779849834734,0.5286779849834734,True,UC_text,7,1.0,3.0,2.103828751661637,1.2815380784522712
q200_1121398,Instrumentation,Medium,percettiva,True,A,0.9807087756127004,0.9807087756127004,True,MI,23,1.0,15.0,0.4757328970885176,0.17234840555484668
q200_1121398,Instrumentation,Medium,percettiva,True,A,0.9807087756127004,0.9807087756127004,True,MI_balanced,23,4.0,7.0,0.7638364488442977,0.5233715940346021
q200_1121398,Instrumentation,Medium,percettiva,True,A,0.9807087756127004,0.9807087756127004,True,UC_audio,12,1.0,,0.7816595525651093,0.047220429280539086
q200_1121398,Instrumentation,Medium,percettiva,True,A,0.9807087756127004,0.9807087756127004,True,UC_text,5,1.0,,0.977930453717366,0.2689902018648451
q201_1121398,Performance,Low,analitica,True,A,0.6264816513380771,0.6264816513380771,True,MI,16,1.0,2.0,0.1833954846665933,1.443189666215067
q201_1121398,Performance,Low,analitica,True,A,0.6264816513380771,0.6264816513380771,True,MI_balanced,16,5.0,1.0,0.5817386986750093,1.5431522380192146
q201_1121398,Performance,Low,analitica,True,A,0.6264816513380771,0.6264816513380771,True,UC_audio,7,1.0,,0.5760935969182648,0.01367260609229044
q201_1121398,Performance,Low,analitica,True,A,0.6264816513380771,0.6264816513380771,True,UC_text,9,9.0,1.0,0.4892082922489621,1.3312821889748414
q202_1121398,Sound Texture,Medium,percettiva,False,C,0.7038954657348866,0.2589486705776622,True,MI,20,1.0,3.0,-0.06755310080827667,1.3143174077013255
q202_1121398,Sound Texture,Medium,percettiva,False,C,0.7038954657348866,0.2589486705776622,True,MI_balanced,20,,2.0,0.10907120781879921,1.4000961070788236
q202_1121398,Sound Texture,Medium,percettiva,False,C,0.7038954657348866,0.2589486705776622,True,UC_audio,8,1.0,,0.8402813629675945,0.02979042555756521
q202_1121398,Sound Texture,Medium,percettiva,False,C,0.7038954657348866,0.2589486705776622,True,UC_text,8,,2.0,0.22353020488521536,1.3841662572407112
q203_962064,Sound Texture,Low,percettiva,False,B,0.46114433297193896,0.3823020797176155,True,MI,15,1.0,1.0,-0.567693595254713,1.3910065006387664
q203_962064,Sound Texture,Low,percettiva,False,B,0.46114433297193896,0.3823020797176155,True,MI_balanced,15,,1.0,-0.6660391652144606,1.5026152931651278
q203_962064,Sound Texture,Low,percettiva,False,B,0.46114433297193896,0.3823020797176155,True,UC_audio,9,1.0,2.0,0.5305045102599342,0.4734248784133141
q203_962064,Sound Texture,Low,percettiva,False,B,0.46114433297193896,0.3823020797176155,True,UC_text,9,8.0,1.0,0.395973478150653,1.5309351714683777
q204_962064,Melody,High,analitica,False,D,0.32003097067324165,0.2824263403502772,True,MI,19,,,-1.4466630488228216,-1.7014357437958743
q204_962064,Melody,High,analitica,False,D,0.32003097067324165,0.2824263403502772,True,MI_balanced,19,,,-0.5788110881069587,-0.9387611227868614
q204_962064,Melody,High,analitica,False,D,0.32003097067324165,0.2824263403502772,True,UC_audio,6,,,-1.8524933554621181,-0.1685869246073223
q204_962064,Melody,High,analitica,False,D,0.32003097067324165,0.2824263403502772,True,UC_text,4,1.0,,2.962843657088084,-0.3091480290315332
q205_1221864,Musical Texture,Medium,percettiva,True,A,0.6835564818217653,0.6835564818217653,True,MI,15,7.0,2.0,0.41528443091919937,0.929951318186734
q205_1221864,Musical Texture,Medium,percettiva,True,A,0.6835564818217653,0.6835564818217653,True,MI_balanced,15,5.0,1.0,0.26454527740007,0.893759499536271
q205_1221864,Musical Texture,Medium,percettiva,True,A,0.6835564818217653,0.6835564818217653,True,UC_audio,8,2.0,,0.7205348967813936,0.12063745366715257
q205_1221864,Musical Texture,Medium,percettiva,True,A,0.6835564818217653,0.6835564818217653,True,UC_text,6,1.0,1.0,0.7033810657248696,0.9394860606995857
q206_1221864,Harmony,High,analitica,True,A,0.8971306875601684,0.8971306875601684,True,MI,19,9.0,9.0,0.36978868443749086,0.6767516090412847
q206_1221864,Harmony,High,analitica,True,A,0.8971306875601684,0.8971306875601684,True,MI_balanced,19,3.0,2.0,0.696019318207938,1.0516167965931813
q206_1221864,Harmony,High,analitica,True,A,0.8971306875601684,0.8971306875601684,True,UC_audio,8,1.0,,0.8450345173702785,0.0028779400964105916
q206_1221864,Harmony,High,analitica,True,A,0.8971306875601684,0.8971306875601684,True,UC_text,7,3.0,2.0,0.7611185969920897,1.0679875636399767
q207_1221864,Instrumentation,Medium,percettiva,True,A,0.747345721852386,0.747345721852386,True,MI,21,12.0,4.0,0.3853867162082031,0.6649448935415205
q207_1221864,Instrumentation,Medium,percettiva,True,A,0.747345721852386,0.747345721852386,True,MI_balanced,21,3.0,2.0,0.5589880111477121,1.0892813807546422
q207_1221864,Instrumentation,Medium,percettiva,True,A,0.747345721852386,0.747345721852386,True,UC_audio,8,3.0,,0.40225027283197995,-0.050458700370673855
q207_1221864,Instrumentation,Medium,percettiva,True,A,0.747345721852386,0.747345721852386,True,UC_text,6,2.0,3.0,1.1047336984921237,0.7529561907354868
q208_1374348,Performance,High,analitica,True,A,0.5971902273940463,0.5971902273940463,True,MI,12,1.0,,0.1790569936399507,0.11351473152595208
q208_1374348,Performance,High,analitica,True,A,0.5971902273940463,0.5971902273940463,True,MI_balanced,12,,,-0.01220300712881949,0.30868337689518976
q208_1374348,Performance,High,analitica,True,A,0.5971902273940463,0.5971902273940463,True,UC_audio,10,1.0,,0.9510800292059005,0.016180604618477337
q208_1374348,Performance,High,analitica,True,A,0.5971902273940463,0.5971902273940463,True,UC_text,8,6.0,1.0,0.7868783455548197,1.0233865754032927
q209_1374348,Instrumentation,Low,percettiva,True,A,0.6060780166714316,0.6060780166714316,True,MI,13,1.0,3.0,0.6285766908305714,0.7002213008163595
q209_1374348,Instrumentation,Low,percettiva,True,A,0.6060780166714316,0.6060780166714316,True,MI_balanced,13,1.0,2.0,0.6416961635800369,0.8586793302820134
q209_1374348,Instrumentation,Low,percettiva,True,A,0.6060780166714316,0.6060780166714316,True,UC_audio,9,,,-0.09237893339930972,0.05129767627949752
q209_1374348,Instrumentation,Low,percettiva,True,A,0.6060780166714316,0.6060780166714316,True,UC_text,7,5.0,2.0,0.7789675444008921,0.8236103267977115
q20_435883,Melody,High,analitica,True,A,0.4807535743136719,0.4807535743136719,True,MI,14,5.0,,1.7299647963697744,-0.14464307185362485
q20_435883,Melody,High,analitica,True,A,0.4807535743136719,0.4807535743136719,True,MI_balanced,14,2.0,,2.37382466532447,-0.0018871730868958861
q20_435883,Melody,High,analitica,True,A,0.4807535743136719,0.4807535743136719,True,UC_audio,10,10.0,,0.24250323047001116,0.2197482312050539
q20_435883,Melody,High,analitica,True,A,0.4807535743136719,0.4807535743136719,True,UC_text,3,1.0,1.0,1.8824500651890572,1.6507949786880827
q210_1374348,Mood and Expression,Low,knowledge,True,A,0.8311174163334916,0.8311174163334916,True,MI,16,1.0,8.0,0.8946422312915127,0.3423542732814549
