sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,correct_answer,predicted_answer,predicted_option_source_index,main_category,difficulty,is_correct,audio_early,audio_middle,audio_late,instruction_early,instruction_middle,instruction_late,question_early,question_middle,question_late,options_early,options_middle,options_late,text_early,text_middle,text_late,audio_drop_early_to_late,text_gain_early_to_late,late_question_audio_ratio,late_options_audio_ratio,late_text_audio_ratio,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_query_text_tokens
69,69,q70_1247308,0,BACD,B,A,1,Metre and Rhythm,Low,0,0.04387689,0.01814901,0.02055499,0.30797013,0.28114265,0.23334971,0.04654841,0.04040883,0.02007668,0.11516347,0.16791931,0.06125011,0.95612307,0.98185096,0.97944505,0.02332190,0.02332198,0.97673056,2.97981732,47.64999705,1500,62,12,34,21,129
69,70,q70_1247308,1,DACB,B,D,1,Metre and Rhythm,Low,0,0.04621798,0.01757391,0.02178171,0.30280102,0.30452515,0.24714821,0.04218022,0.04018967,0.02091402,0.11654064,0.14361012,0.05967434,0.95378200,0.98242607,0.97821829,0.02443627,0.02443630,0.96016427,2.73965352,44.91007957,1500,62,12,34,21,129
69,71,q70_1247308,2,DCBA,D,C,1,Metre and Rhythm,Low,0,0.04974459,0.03053367,0.02173482,0.29938458,0.26829018,0.23041601,0.04180784,0.03110839,0.02166967,0.10257992,0.15489984,0.06346832,0.95025545,0.96946634,0.97826518,0.02800977,0.02800973,0.99700269,2.92012213,45.00912681,1500,62,12,34,21,129
70,72,q71_1247308,0,ACBD,A,C,1,Harmony,Medium,0,0.05532255,0.04292691,0.04399374,0.30621095,0.25118668,0.17115105,0.04783082,0.02017925,0.03572403,0.07015378,0.10290026,0.07851611,0.94467750,0.95707307,0.95600630,0.01132881,0.01132880,0.81202537,1.78471106,21.73050867,1500,62,12,23,21,118
70,73,q71_1247308,1,DCAB,C,D,1,Harmony,Medium,0,0.04501678,0.02302019,0.02903018,0.31486625,0.28019807,0.24984477,0.06206613,0.05544818,0.02417970,0.09513916,0.14708953,0.06269841,0.95498321,0.97697982,0.97096982,0.01598660,0.01598661,0.83291591,2.15976617,33.44690606,1500,62,12,23,21,118
70,74,q71_1247308,2,CDAB,C,D,1,Harmony,Medium,0,0.04520123,0.02325808,0.02874510,0.31540130,0.28054390,0.25074692,0.06190430,0.05551981,0.02309499,0.09479146,0.14796250,0.06251535,0.95479877,0.97674191,0.97125491,0.01645613,0.01645614,0.80344078,2.17481773,33.78853804,1500,62,12,23,21,118
71,75,q72_1247308,0,DABC,B,D,2,Structure,Medium,0,0.05046170,0.02223006,0.02365403,0.31406193,0.28323086,0.24010261,0.05359651,0.06366107,0.02107549,0.09486958,0.13682089,0.05473279,0.94953833,0.97776991,0.97634597,0.02680768,0.02680764,0.89098968,2.31388862,41.27609785,2000,62,9,17,21,109
71,76,q72_1247308,1,DCBA,D,D,0,Structure,Medium,1,0.05102557,0.02215315,0.02597889,0.31454067,0.28277126,0.23690536,0.05363190,0.06357582,0.02275253,0.09308360,0.13470637,0.05613622,0.94897445,0.97784688,0.97402111,0.02504668,0.02504666,0.87580808,2.16083941,37.49278577,2000,62,9,17,21,109
71,77,q72_1247308,2,BCDA,D,B,2,Structure,Medium,0,0.04746191,0.02221704,0.02371795,0.31314466,0.25827638,0.24626076,0.04898019,0.05804866,0.02164408,0.09980562,0.16656420,0.06195567,0.95253809,0.97778296,0.97628204,0.02374397,0.02374395,0.91256136,2.61218554,41.16216812,2000,62,9,17,21,109
72,78,q73_26738,0,BADC,B,B,0,Instrumentation,Low,1,0.05192732,0.02389935,0.03086956,0.31893778,0.25194722,0.23891702,0.05112976,0.05783734,0.02163145,0.08944936,0.15531341,0.05835048,0.94807260,0.97610068,0.96913045,0.02105776,0.02105785,0.70073707,1.89022705,31.39436975,1500,62,10,16,21,109
72,79,q73_26738,1,ABCD,A,A,0,Instrumentation,Low,1,0.04735103,0.02395707,0.02922675,0.32585394,0.27128932,0.23131415,0.05612116,0.05264519,0.02183919,0.08324258,0.14585181,0.05581906,0.95264897,0.97604294,0.97077322,0.01812428,0.01812425,0.74723282,1.90986209,33.21523261,1500,62,10,16,21,109
72,80,q73_26738,2,DCBA,D,D,0,Instrumentation,Low,1,0.05327203,0.02372513,0.03053960,0.32621128,0.28683083,0.24281848,0.05399945,0.05798094,0.02059901,0.08040259,0.12173915,0.05209533,0.94672800,0.97627487,0.96946042,0.02273242,0.02273242,0.67450139,1.70582843,31.74436683,1500,62,10,16,21,109
73,81,q74_26738,0,CBAD,C,B,1,Instrumentation,Medium,0,0.05123875,0.02453884,0.03300991,0.31522326,0.24914391,0.23151623,0.05467705,0.06340308,0.02495720,0.09247421,0.15726826,0.04956611,0.94876126,0.97546115,0.96699010,0.01822884,0.01822884,0.75605178,1.50155221,29.29393017,1500,62,12,18,21,113
73,82,q74_26738,1,DCAB,C,D,1,Instrumentation,Medium,0,0.05210016,0.02365979,0.03344328,0.32230917,0.28012704,0.23565101,0.06041409,0.06619114,0.02799928,0.08723170,0.12346241,0.05039413,0.94789985,0.97634021,0.96655674,0.01865688,0.01865689,0.83721696,1.50685372,28.90137659,1500,62,12,18,21,113
73,83,q74_26738,2,BDAC,C,A,1,Instrumentation,Medium,0,0.04653321,0.02202416,0.02827808,0.32240749,0.27273107,0.22528600,0.06140251,0.06028259,0.02639337,0.08739446,0.14453121,0.05103386,0.95346679,0.97797577,0.97172193,0.01825513,0.01825513,0.93335093,1.80471460,34.36308015,1500,62,12,18,21,113
74,84,q75_26738,0,CBAD,C,C,0,Genre and Style,Low,1,0.06546060,0.04777637,0.04574786,0.30867182,0.24435620,0.15118779,0.04537293,0.01634209,0.03064630,0.06093303,0.06643046,0.08485065,0.93453941,0.95222368,0.95425214,0.01971273,0.01971272,0.66989576,1.85474569,20.85894419,1500,62,13,20,21,116
74,85,q75_26738,1,BADC,B,B,0,Genre and Style,Low,1,0.04995328,0.02073236,0.02944722,0.31608581,0.25469148,0.23442988,0.04985182,0.05784024,0.02348101,0.09424563,0.15600726,0.04817315,0.95004668,0.97926760,0.97055279,0.02050606,0.02050611,0.79739307,1.63591501,32.95906550,1500,62,13,20,21,116
74,86,q75_26738,2,DABC,B,B,0,Genre and Style,Low,1,0.05010057,0.02040822,0.02892105,0.31615652,0.25393572,0.23474461,0.04967016,0.05795262,0.02345558,0.09374620,0.15543954,0.04800338,0.94989944,0.97959181,0.97107894,0.02117952,0.02117950,0.81102113,1.65980780,33.57689094,1500,62,13,20,21,116
75,87,q76_1087890,0,BCAD,C,C,0,Performance,Low,1,0.06129338,0.03090231,0.02051391,0.31367594,0.26719583,0.21833283,0.05203388,0.03015517,0.03025897,0.06928610,0.11820126,0.06987187,0.93870661,0.96909766,0.97948609,0.04077947,0.04077948,1.47504639,3.40607283,47.74741312,1500,62,12,21,21,116
75,88,q76_1087890,1,CADB,B,A,2,Performance,Low,0,0.05207026,0.01915341,0.01666880,0.32422462,0.27528274,0.24428891,0.06100921,0.05440266,0.02251959,0.08902592,0.15844769,0.05959195,0.94792973,0.98084658,0.98333120,0.03540146,0.03540147,1.35100285,3.57506004,58.99233385,1500,62,12,21,21,116
75,89,q76_1087890,2,BACD,B,B,0,Performance,Low,1,0.05306446,0.01835514,0.01635876,0.31618990,0.25559997,0.25487884,0.05473742,0.05686359,0.02329482,0.09665859,0.16784114,0.06283465,0.94693560,0.98164483,0.98364125,0.03670571,0.03670565,1.42399690,3.84104044,60.12933418,1500,62,12,21,21,116
76,90,q77_1087890,0,CBDA,D,D,0,Instrumentation,Low,1,0.08266339,0.03647558,0.03861661,0.30926282,0.28659461,0.23944585,0.04267880,0.02279608,0.02189324,0.07082741,0.11542775,0.06061367,0.91733661,0.96352441,0.96138339,0.04404678,0.04404678,0.56693836,1.56962667,24.89559032,2250,62,10,19,21,112
76,91,q77_1087890,1,ADBC,A,A,0,Instrumentation,Low,1,0.06836313,0.03097371,0.03665715,0.32389809,0.28554225,0.24156080,0.04754955,0.04334319,0.01902522,0.08780349,0.16128501,0.05816034,0.93163684,0.96902627,0.96334286,0.03170598,0.03170601,0.51900434,1.58660311,26.27980975,2250,62,10,19,21,112
76,92,q77_1087890,2,DBAC,C,C,0,Instrumentation,Low,1,0.08567690,0.04817508,0.05407960,0.30860049,0.27653724,0.19562475,0.03945402,0.01471362,0.02923792,0.06012460,0.08817238,0.09364839,0.91432307,0.95182494,0.94592036,0.03159730,0.03159729,0.54064609,1.73167687,17.49126037,2250,62,10,19,21,112
77,93,q78_1087890,0,DCAB,C,C,0,Metre and Rhythm,Medium,1,0.08510340,0.07199752,0.10303356,0.30021366,0.23119475,0.13707336,0.04270772,0.01433632,0.02173971,0.07116604,0.06617494,0.07395311,0.91489659,0.92800244,0.89696641,-0.01793015,-0.01793017,0.21099644,0.71775753,8.70557563,2250,62,9,34,21,126
77,94,q78_1087890,1,BADC,B,B,0,Metre and Rhythm,Medium,1,0.07041612,0.03078727,0.03694230,0.30210864,0.24651341,0.24104886,0.04533321,0.04404254,0.01980904,0.10928892,0.19872676,0.08152919,0.92958391,0.96921275,0.96305777,0.03347382,0.03347386,0.53621573,2.20693359,26.06924472,2250,62,9,34,21,126
77,95,q78_1087890,2,CDBA,D,D,0,Metre and Rhythm,Medium,1,0.08222515,0.05624580,0.05334565,0.30084609,0.27202016,0.17198792,0.04775976,0.01506308,0.02160885,0.07500800,0.09051801,0.11937200,0.91777484,0.94375415,0.94665431,0.02887950,0.02887947,0.40507245,2.23770816,17.74567010,2250,62,9,34,21,126
78,96,q79_467850,0,BCAD,C,D,3,Instrumentation,Low,0,0.06740095,0.02530705,0.02093376,0.32065105,0.28130039,0.25388440,0.04878050,0.05310303,0.01874040,0.08623161,0.13588272,0.05928162,0.93259907,0.97469294,0.97906623,0.04646719,0.04646717,0.89522348,2.83186650,46.76972154,1500,62,11,20,21,114
78,97,q79_467850,1,CBDA,D,C,3,Instrumentation,Low,0,0.07079467,0.03970280,0.04127486,0.31314836,0.24619758,0.15916459,0.04373273,0.01424258,0.02238849,0.05868429,0.06439812,0.08709022,0.92920536,0.96029724,0.95872511,0.02951981,0.02951975,0.54242439,2.11000657,23.22782399,1500,62,11,20,21,114
78,98,q79_467850,2,DABC,B,A,3,Instrumentation,Low,0,0.06151484,0.02340945,0.01990683,0.32253503,0.27600713,0.24424752,0.05191484,0.05379112,0.01976591,0.08754516,0.14756262,0.05788204,0.93848516,0.97659054,0.98009316,0.04160800,0.04160800,0.99292075,2.90764702,49.23400946,1500,62,11,20,21,114
79,99,q80_467850,0,CBDA,D,D,0,Genre and Style,Low,1,0.08948069,0.03177407,0.03028157,0.30820525,0.28704908,0.24069841,0.03905814,0.03920145,0.01751261,0.07440941,0.14757549,0.05482444,0.91051931,0.96822594,0.96971843,0.05919912,0.05919912,0.57832562,1.81048863,32.02338525,2250,62,7,17,21,107
79,100,q80_467850,1,CDAB,C,C,0,Genre and Style,Low,1,0.08945234,0.04045017,0.05452836,0.30713277,0.25733908,0.16804982,0.03457594,0.01305491,0.02572974,0.05570436,0.08361495,0.09618724,0.91054768,0.95954981,0.94547167,0.03492397,0.03492399,0.47185968,1.76398554,17.33908084,2250,62,7,17,21,107
79,101,q80_467850,2,BCAD,C,C,0,Genre and Style,Low,1,0.08926772,0.04074919,0.05341123,0.30622892,0.25756563,0.17025416,0.03483926,0.01324091,0.02761184,0.05604337,0.08607743,0.09826751,0.91073228,0.95925079,0.94658877,0.03585649,0.03585648,0.51696704,1.83982877,17.72265521,2250,62,7,17,21,107
80,102,q81_467850,0,BDCA,D,A,1,Metre and Rhythm,Low,0,0.07843298,0.02388894,0.02673650,0.31640125,0.26851058,0.24156498,0.05498264,0.06397475,0.03058792,0.07921613,0.15231617,0.06103914,0.92156701,0.97611109,0.97326351,0.05169648,0.05169651,1.14405103,2.28298912,36.40205018,2250,62,12,16,21,111
80,103,q81_467850,1,CBDA,D,B,1,Metre and Rhythm,Low,0,0.08481806,0.02498121,0.02826046,0.30852068,0.25173192,0.25032410,0.05129844,0.06699221,0.02894389,0.08505612,0.16423705,0.06485496,0.91518191,0.97501879,0.97173954,0.05655760,0.05655763,1.02418304,2.29490083,34.38512318,2250,62,12,16,21,111
80,104,q81_467850,2,ABDC,A,A,0,Metre and Rhythm,Low,1,0.07850008,0.02441129,0.02612827,0.31549213,0.26740007,0.25313707,0.05479762,0.06227088,0.02859676,0.08023741,0.15791040,0.05946153,0.92149991,0.97558873,0.97387175,0.05237180,0.05237183,1.09447553,2.27575423,37.27271539,2250,62,12,16,21,111
81,105,q82_875005,0,CBDA,D,C,3,Metre and Rhythm,Medium,0,0.06724835,0.04076538,0.02331362,0.30689660,0.25377515,0.21557769,0.04943815,0.03528944,0.03017372,0.08168955,0.15222800,0.08814010,0.93275169,0.95923462,0.97668636,0.04393473,0.04393467,1.29425309,3.78062717,41.89338468,875,62,8,20,21,111
81,106,q82_875005,1,DACB,B,A,3,Metre and Rhythm,Medium,0,0.05389369,0.02833147,0.02475544,0.32434763,0.26822502,0.22523969,0.05244331,0.04565111,0.02770897,0.08732200,0.16251213,0.07499672,0.94610634,0.97166854,0.97524454,0.02913824,0.02913821,1.11930820,3.02950428,39.39515393,875,62,8,20,21,111
81,107,q82_875005,2,BDCA,D,B,3,Metre and Rhythm,Medium,0,0.05420616,0.02819829,0.02162837,0.31395051,0.25600100,0.23861515,0.04846376,0.04631233,0.02491596,0.09699278,0.17311529,0.07802686,0.94579386,0.97180174,0.97837162,0.03257779,0.03257775,1.15200359,3.60761663,45.23557106,875,62,8,20,21,111
82,108,q83_875005,0,DBAC,C,C,0,Harmony,Medium,1,0.06636695,0.02916471,0.02146809,0.30031118,0.25054499,0.22105341,0.05573526,0.04578559,0.02812602,0.08066971,0.15054365,0.06954123,0.93363302,0.97083533,0.97853191,0.04489885,0.04489889,1.31013102,3.23928283,45.58075488,1000,62,9,19,21,111
82,109,q83_875005,1,BCAD,C,B,2,Harmony,Medium,0,0.05971337,0.02074873,0.02045678,0.30659041,0.25382817,0.23646154,0.05461702,0.05605138,0.02704419,0.09368357,0.16571044,0.06130903,0.94028658,0.97925127,0.97954323,0.03925658,0.03925665,1.32201561,2.99700247,47.88353920,1000,62,9,19,21,111
82,110,q83_875005,2,BDCA,D,D,0,Harmony,Medium,1,0.06542858,0.02132896,0.02123091,0.30791152,0.27537572,0.24354348,0.05929454,0.05732780,0.02634615,0.08882813,0.13798282,0.06073875,0.93457143,0.97867102,0.97876912,0.04419767,0.04419769,1.24093386,2.86086431,46.10114399,1000,62,9,19,21,111
83,111,q84_875005,0,BDAC,C,A,1,Harmony,High,0,0.04708166,0.02544937,0.01944950,0.31729115,0.25857391,0.23452055,0.06240272,0.05537652,0.02824260,0.09464452,0.16808717,0.06273405,0.95291835,0.97455065,0.98055050,0.02763216,0.02763215,1.45209888,3.22548417,50.41520612,750,62,16,24,21,123
83,112,q84_875005,1,BADC,B,B,0,Harmony,High,1,0.04762327,0.02509027,0.02002202,0.30804926,0.24999520,0.24166359,0.05748816,0.05331947,0.02595673,0.10215975,0.18235672,0.07073094,0.95237669,0.97490979,0.97997800,0.02760125,0.02760131,1.29640935,3.53265786,48.94501592,750,62,16,24,21,123
83,113,q84_875005,2,BDCA,D,A,1,Harmony,High,0,0.04749022,0.02540619,0.02004088,0.31638980,0.26294426,0.23464630,0.06293776,0.05489326,0.02686286,0.09579901,0.16547579,0.06215733,0.95250978,0.97459375,0.97995906,0.02744934,0.02744928,1.34040310,3.10152685,48.89800700,750,62,16,24,21,123
84,114,q85_1215807,0,BACD,B,B,0,Musical Texture,Medium,1,0.04427043,0.01444519,0.01227514,0.32235199,0.26328684,0.24705136,0.04281851,0.04076119,0.01675114,0.10017087,0.17935193,0.06175796,0.95572954,0.98555481,0.98772488,0.03199529,0.03199534,1.36463886,5.03113958,80.46544826,750,62,11,21,21,115
84,115,q85_1215807,1,CBDA,D,D,0,Musical Texture,Medium,1,0.05164691,0.01768049,0.01304314,0.32162539,0.28855894,0.25261318,0.05136682,0.03908147,0.01822449,0.08728195,0.14600738,0.05704844,0.94835310,0.98231950,0.98695685,0.03860378,0.03860375,1.39724749,4.37382814,75.66867724,750,62,11,21,21,115
84,116,q85_1215807,2,BCDA,D,D,0,Musical Texture,Medium,1,0.05146787,0.01759007,0.01318359,0.32258955,0.28850857,0.25314805,0.05066407,0.03903037,0.01745992,0.08621671,0.14518788,0.05676580,0.94853215,0.98240994,0.98681645,0.03828429,0.03828431,1.32436781,4.30579264,74.85188350,750,62,11,21,21,115
85,117,q86_1215807,0,DBAC,C,C,0,Sound Texture,Low,1,0.05233013,0.03340707,0.03305415,0.31797248,0.24328705,0.15857180,0.04811981,0.01372975,0.02495898,0.05791436,0.05324454,0.06710014,0.94766990,0.96659298,0.96694588,0.01927598,0.01927598,0.75509360,2.03000669,29.25338986,750,62,12,20,21,115
85,118,q86_1215807,1,DABC,B,B,0,Sound Texture,Low,1,0.04380926,0.01610939,0.01294217,0.32013667,0.26325082,0.26125314,0.05454003,0.05788339,0.02194116,0.09168257,0.15994191,0.05538239,0.95619076,0.98389062,0.98705781,0.03086709,0.03086705,1.69532335,4.27922068,76.26681577,750,62,12,20,21,115
85,119,q86_1215807,2,ADCB,A,A,0,Sound Texture,Low,1,0.04270235,0.01674550,0.01238730,0.32748065,0.27621828,0.25200135,0.06067666,0.05601176,0.02408821,0.08569627,0.14868944,0.05809567,0.95729764,0.98325456,0.98761273,0.03031505,0.03031509,1.94458908,4.68993833,79.72784410,750,62,12,20,21,115
86,120,q87_1215807,0,ABDC,A,D,2,Instrumentation,Medium,0,0.08493246,0.03846092,0.03879905,0.30498254,0.29400081,0.25228015,0.04724625,0.04074491,0.02565030,0.06982119,0.12184482,0.05317699,0.91506750,0.96153912,0.96120094,0.04613341,0.04613343,0.66110651,1.37057459,24.77382774,2250,62,11,19,21,113
86,121,q87_1215807,1,CBDA,D,D,0,Instrumentation,Medium,1,0.09112361,0.05873791,0.07075321,0.30734684,0.25611808,0.16104840,0.04627434,0.01151638,0.01712232,0.05560329,0.04269119,0.05186435,0.90887636,0.94126208,0.92924678,0.02037039,0.02037042,0.24200062,0.73303174,13.13363326,2250,62,11,19,21,113
86,122,q87_1215807,2,BCDA,D,D,0,Instrumentation,Medium,1,0.09085285,0.05811552,0.06917538,0.30605389,0.25921102,0.16489031,0.04613820,0.01177488,0.01730349,0.05622373,0.04372901,0.05505277,0.90914719,0.94188447,0.93082464,0.02167747,0.02167745,0.25013939,0.79584343,13.45600973,2250,62,11,19,21,113
87,123,q88_306166,0,ACDB,A,B,2,Harmony,Low,0,0.04592758,0.01900084,0.01206007,0.31577510,0.24961288,0.25001458,0.05983946,0.05788907,0.02694069,0.08957767,0.17544061,0.06753697,0.95407242,0.98099916,0.98793990,0.03386751,0.03386749,2.23387474,5.60004657,81.91823503,750,62,16,17,21,116
87,124,q88_306166,1,DABC,B,D,2,Harmony,Low,0,0.05312015,0.02113460,0.01571301,0.31600847,0.27036826,0.25026369,0.06910837,0.05926514,0.03066519,0.08300748,0.14540645,0.05377347,0.94687980,0.97886541,0.98428703,0.03740714,0.03740723,1.95157943,3.42222519,62.64152469,750,62,16,17,21,116
87,125,q88_306166,2,CADB,B,A,2,Harmony,Low,0,0.04484221,0.01952436,0.01382354,0.32358575,0.26250843,0.23538534,0.06293172,0.05737386,0.02942852,0.08515819,0.16235619,0.06603919,0.95515778,0.98047562,0.98617642,0.03101867,0.03101865,2.12887049,4.77729987,71.34037103,750,62,16,17,21,116
88,126,q89_306166,0,BADC,B,C,3,Melody,Medium,0,0.05773931,0.03993222,0.03297882,0.31056392,0.23119426,0.14200370,0.04898171,0.01429312,0.01726632,0.06585058,0.05775788,0.05480403,0.94226066,0.96006779,0.96702117,0.02476049,0.02476051,0.52355768,1.66179474,29.32248906,750,62,11,25,21,119
88,127,q89_306166,1,ACDB,A,B,2,Melody,Medium,0,0.04626026,0.01883650,0.01176906,0.31315321,0.24313226,0.23949570,0.05392226,0.05344009,0.02121576,0.10224621,0.18688241,0.06454187,0.95373976,0.98116349,0.98823086,0.03449120,0.03449110,1.80267196,5.48402866,83.96853729,750,62,11,25,21,119
88,128,q89_306166,2,DBCA,D,C,2,Melody,Medium,0,0.05859222,0.04187732,0.03076457,0.30940859,0.21973333,0.11975588,0.04896805,0.01256359,0.01407002,0.06465103,0.04623791,0.03985620,0.94140782,0.95812270,0.96923542,0.02782764,0.02782761,0.45734479,1.29552279,31.50492138,750,62,11,25,21,119
89,129,q90_306166,0,ABDC,A,A,0,Performance,Medium,1,0.04979571,0.02221131,0.02602056,0.32314608,0.27208769,0.23814529,0.05385384,0.04585717,0.02440939,0.09690792,0.17198753,0.07846629,0.95020424,0.97778864,0.97397942,0.02377515,0.02377518,0.93808068,3.01554902,37.43114230,800,62,11,27,21,121
89,130,q90_306166,1,BCAD,C,C,0,Performance,Medium,1,0.06172232,0.04236549,0.04155396,0.30720193,0.26556939,0.17458022,0.04604975,0.01654269,0.03487986,0.07158716,0.08381786,0.13459198,0.93827769,0.95763451,0.95844604,0.02016837,0.02016836,0.83938713,3.23896902,23.06509700,800,62,11,27,21,121
89,131,q90_306166,2,CBAD,C,C,0,Performance,Medium,1,0.06196578,0.04233063,0.04251288,0.30739951,0.26292497,0.17278366,0.04572941,0.01621302,0.03512642,0.07075768,0.08391632,0.13534919,0.93803419,0.95766935,0.95748709,0.01945290,0.01945289,0.82625357,3.18372187,22.52228120,800,62,11,27,21,121
90,132,q91_8559,0,DABC,B,B,0,Historical and Cultural Context,Low,1,0.04682353,0.02244533,0.02584212,0.31904627,0.26308066,0.23870378,0.04059702,0.04118113,0.01907159,0.09640570,0.16156817,0.06791305,0.95317644,0.97755466,0.97415787,0.02098142,0.02098143,0.73800405,2.62799888,37.69652180,2250,62,7,16,21,106
90,133,q91_8559,1,BACD,B,B,0,Historical and Cultural Context,Low,1,0.04655537,0.02292286,0.02506970,0.32108219,0.26384737,0.24623365,0.04106275,0.04104037,0.01692337,0.09539926,0.16151349,0.06087810,0.95344461,0.97707712,0.97493029,0.02148567,0.02148567,0.67505260,2.42835373,38.88879037,2250,62,7,16,21,106
90,134,q91_8559,2,CDBA,D,D,0,Historical and Cultural Context,Low,1,0.05541715,0.02340487,0.02580048,0.31614636,0.28810895,0.23875832,0.04413803,0.03712754,0.01645623,0.08239970,0.13312103,0.05785971,0.94458283,0.97659513,0.97419951,0.02961667,0.02961668,0.63782645,2.24258258,37.75896326,2250,62,7,16,21,106
91,135,q92_8559,0,DACB,B,B,0,Performance,Low,1,0.04484453,0.02254134,0.02614654,0.31062009,0.25693912,0.23532424,0.05422828,0.04841536,0.01671213,0.10054167,0.16633267,0.05799934,0.95515545,0.97745865,0.97385341,0.01869799,0.01869796,0.63917194,2.21824180,37.24598121,2250,62,10,21,21,114
91,136,q92_8559,1,BACD,B,B,0,Performance,Low,1,0.04473626,0.02305459,0.02687371,0.31150305,0.25359221,0.23359784,0.05465360,0.04958922,0.01742677,0.10045503,0.16626431,0.05907737,0.95526377,0.97694537,0.97312624,0.01786256,0.01786247,0.64846913,2.19833356,36.21109192,2250,62,10,21,21,114
91,137,q92_8559,2,BCAD,C,C,0,Performance,Low,1,0.06058568,0.05495291,0.04982185,0.30625628,0.21172821,0.10882216,0.04836558,0.01161630,0.01296445,0.05770830,0.04367799,0.04291302,0.93941437,0.94504715,0.95017810,0.01076383,0.01076373,0.26021617,0.86132935,19.07151318,2250,62,10,21,21,114
92,0,q93_8559,0,ABDC,A,D,2,Instrumentation,Medium,0,0.05795596,0.02709030,0.02866732,0.30767562,0.28842326,0.23255467,0.05080341,0.02682513,0.02071657,0.07336030,0.11932950,0.06384962,0.94204396,0.97290968,0.97133272,0.02928864,0.02928876,0.72265466,2.22726200,33.88293253,2250,62,10,20,21,113
92,1,q93_8559,1,BDAC,C,D,2,Instrumentation,Medium,0,0.05795522,0.02726742,0.02755682,0.30868541,0.28350804,0.23370439,0.05041218,0.02720068,0.02026984,0.07354715,0.12019449,0.06056587,0.94204480,0.97273261,0.97244317,0.03039840,0.03039837,0.73556528,2.19785423,35.28865708,2250,62,10,20,21,113
92,2,q93_8559,2,DACB,B,D,1,Instrumentation,Medium,0,0.06348565,0.05326644,0.05583036,0.30960382,0.22776266,0.11005707,0.05099907,0.00967678,0.01509952,0.05987330,0.04022836,0.04575482,0.93651438,0.94673360,0.94416964,0.00765530,0.00765526,0.27045366,0.81953301,16.91140279,2250,62,10,20,21,113
93,3,q94_1420928,0,CABD,B,B,0,Instrumentation,Low,1,0.03538567,0.01974062,0.02399507,0.31978851,0.26292889,0.23427639,0.04966180,0.04721878,0.01950609,0.10052982,0.16587233,0.06167780,0.96461431,0.98025937,0.97600491,0.01139060,0.01139060,0.81292066,2.57043617,40.67522536,750,62,11,23,21,117
93,4,q94_1420928,1,ABDC,A,A,0,Instrumentation,Low,1,0.03746969,0.02116856,0.02391587,0.32581441,0.27615172,0.22751906,0.05429275,0.04683896,0.02066661,0.09261178,0.15457506,0.06267417,0.96253027,0.97883145,0.97608416,0.01355382,0.01355389,0.86413807,2.62061031,40.81324240,750,62,11,23,21,117
93,5,q94_1420928,2,DBCA,D,D,0,Instrumentation,Low,1,0.03996747,0.02122905,0.02337864,0.32584917,0.28651917,0.24404518,0.05631110,0.05056244,0.01841948,0.09061409,0.13855858,0.05383400,0.96003253,0.97877090,0.97662135,0.01658882,0.01658883,0.78787616,2.30269981,41.77408098,750,62,11,23,21,117
94,6,q95_1420928,0,ABCD,A,A,0,Mood and Expression,Low,1,0.06690916,0.02445076,0.02097662,0.32423802,0.28281130,0.25124834,0.04580272,0.04656476,0.01892614,0.08683804,0.15726825,0.06212014,0.93309082,0.97554925,0.97902337,0.04593255,0.04593254,0.90224957,2.96139926,46.67213009,2250,62,7,18,21,108
94,7,q95_1420928,1,ABDC,A,A,0,Mood and Expression,Low,1,0.06681923,0.02458516,0.02097020,0.32588740,0.28326453,0.25224029,0.04601082,0.04716234,0.01880431,0.08557082,0.15705711,0.06040461,0.93318075,0.97541485,0.97902982,0.04584903,0.04584907,0.89671588,2.88049695,46.68671150,2250,62,7,18,21,108
94,8,q95_1420928,2,BADC,B,B,0,Mood and Expression,Low,1,0.06960967,0.02708897,0.02139461,0.31625528,0.27086231,0.26349459,0.04034299,0.04702548,0.01823076,0.09395252,0.16632948,0.05900098,0.93039034,0.97291100,0.97860540,0.04821506,0.04821505,0.85211919,2.75774917,45.74073774,2250,62,7,18,21,108
95,9,q96_1420928,0,BDAC,C,D,2,Harmony,Medium,0,0.04260163,0.01816863,0.02293665,0.32413146,0.27839703,0.24547661,0.05764229,0.05113423,0.02451374,0.08809378,0.13516736,0.05620327,0.95739831,0.98183142,0.97706334,0.01966498,0.01966504,1.06875865,2.45036962,42.59834836,750,62,8,19,21,110
95,10,q96_1420928,1,CDBA,D,B,3,Harmony,Medium,0,0.03640003,0.01831571,0.02169403,0.31784871,0.25053087,0.24263100,0.05018984,0.05053528,0.02391864,0.09748906,0.16001284,0.05840209,0.96359998,0.98168431,0.97830594,0.01470600,0.01470596,1.10254472,2.69208126,45.09563151,750,62,8,19,21,110
95,11,q96_1420928,2,CBDA,D,A,2,Harmony,Medium,0,0.03806428,0.01886811,0.02078789,0.32774491,0.27095707,0.23031948,0.05259986,0.04877018,0.02930329,0.09024941,0.14660007,0.06055730,0.96193569,0.98113192,0.97921217,0.01727638,0.01727647,1.40963277,2.91310431,47.10492668,750,62,8,19,21,110
